"word","sentiment","translatedContent"
"imprison","negativo","encarcelar"
"imprisoned","enfado","encarcelado"
"imprisoned","desagrado","encarcelado"
"imprisoned","miedo","encarcelado"
"imprisoned","negativo","encarcelado"
"imprisoned","tristeza","encarcelado"
"imprisonment","enfado","prisión"
"imprisonment","desagrado","prisión"
"imprisonment","miedo","prisión"
"imprisonment","negativo","prisión"
"imprisonment","tristeza","prisión"
"impropriety","negativo","impropiedad"
"improve","anticipacion","mejorar"
"improve","alegria","mejorar"
"improve","positivo","mejorar"
"improve","confianza","mejorar"
"improved","positivo","mejorado"
"improvement","alegria","mejora"
"improvement","positivo","mejora"
"improvement","confianza","mejora"
"improving","positivo","mejorando"
"improvisation","sorpresa","improvisación"
"improvise","anticipacion","improvisar"
"improvise","positivo","improvisar"
"improvise","sorpresa","improvisar"
"imprudent","negativo","imprudente"
"imprudent","tristeza","imprudente"
"impure","desagrado","impuro"
"impure","negativo","impuro"
"impurity","desagrado","impureza"
"impurity","negativo","impureza"
"imputation","negativo","imputación"
"inability","negativo","incapacidad"
"inability","tristeza","incapacidad"
"inaccessible","negativo","inaccesible"
"inaccurate","negativo","incorrecto"
"inaction","negativo","en acción"
"inactivity","negativo","inactividad"
"inadequacy","negativo","insuficiencia"
"inadequate","negativo","inadecuado"
"inadequate","tristeza","inadecuado"
"inadmissible","enfado","inadmisible"
"inadmissible","desagrado","inadmisible"
"inadmissible","negativo","inadmisible"
"inalienable","positivo","inalienable"
"inane","negativo","inane"
"inapplicable","negativo","inaplicable"
"inappropriate","enfado","inapropiado"
"inappropriate","desagrado","inapropiado"
"inappropriate","negativo","inapropiado"
"inappropriate","tristeza","inapropiado"
"inattention","enfado","inatención"
"inattention","negativo","inatención"
"inaudible","negativo","inaudible"
"inaugural","anticipacion","inaugural"
"inauguration","anticipacion","inauguración"
"inauguration","alegria","inauguración"
"inauguration","positivo","inauguración"
"inauguration","confianza","inauguración"
"incalculable","negativo","incalculable"
"incapacity","negativo","incapacidad"
"incarceration","enfado","encarcelamiento"
"incarceration","desagrado","encarcelamiento"
"incarceration","miedo","encarcelamiento"
"incarceration","negativo","encarcelamiento"
"incarceration","tristeza","encarcelamiento"
"incase","enfado","en caso"
"incase","desagrado","en caso"
"incase","miedo","en caso"
"incase","negativo","en caso"
"incase","tristeza","en caso"
"incendiary","enfado","incendiario"
"incendiary","miedo","incendiario"
"incendiary","negativo","incendiario"
"incendiary","sorpresa","incendiario"
"incense","enfado","incienso"
"incense","negativo","incienso"
"incessant","negativo","incesante"
"incest","enfado","incesto"
"incest","desagrado","incesto"
"incest","miedo","incesto"
"incest","negativo","incesto"
"incest","tristeza","incesto"
"incestuous","desagrado","incestuoso"
"incestuous","negativo","incestuoso"
"incident","sorpresa","incidente"
"incineration","negativo","incineración"
"incisive","positivo","incisivo"
"incite","enfado","incitar"
"incite","anticipacion","incitar"
"incite","miedo","incitar"
"incite","negativo","incitar"
"inclement","negativo","inclemente"
"incline","confianza","inclinación"
"include","positivo","incluir"
"included","positivo","incluido"
"including","positivo","incluso"
"inclusion","confianza","inclusión"
"inclusive","positivo","inclusivo"
"incoherent","negativo","incoherente"
"income","anticipacion","ingresos"
"income","alegria","ingresos"
"income","negativo","ingresos"
"income","positivo","ingresos"
"income","tristeza","ingresos"
"income","confianza","ingresos"
"incompatible","enfado","incompatible"
"incompatible","desagrado","incompatible"
"incompatible","negativo","incompatible"
"incompatible","tristeza","incompatible"
"incompetence","negativo","incompetencia"
"incompetent","enfado","incompetente"
"incompetent","negativo","incompetente"
"incompetent","tristeza","incompetente"
"incompleteness","negativo","incompletitud"
"incomprehensible","negativo","incomprensible"
"incongruous","enfado","incongruente"
"incongruous","negativo","incongruente"
"inconsequential","negativo","inconsecuente"
"inconsequential","tristeza","inconsecuente"
"inconsiderate","enfado","desconsiderado"
"inconsiderate","desagrado","desconsiderado"
"inconsiderate","negativo","desconsiderado"
"inconsiderate","tristeza","desconsiderado"
"inconsistency","negativo","inconsecuencia"
"incontinence","sorpresa","incontinencia"
"inconvenient","enfado","inconveniente"
"inconvenient","desagrado","inconveniente"
"inconvenient","negativo","inconveniente"
"inconvenient","tristeza","inconveniente"
"incorrect","negativo","incorrecto"
"increase","positivo","incrementar"
"incredulous","enfado","incrédulo"
"incredulous","desagrado","incrédulo"
"incredulous","negativo","incrédulo"
"incrimination","miedo","incriminación"
"incrimination","negativo","incriminación"
"incrimination","tristeza","incriminación"
"incubus","desagrado","íncubo"
"incubus","miedo","íncubo"
"incubus","negativo","íncubo"
"incur","negativo","incurrir en"
"incurable","enfado","incurable"
"incurable","desagrado","incurable"
"incurable","miedo","incurable"
"incurable","negativo","incurable"
"incurable","tristeza","incurable"
"incursion","miedo","incursión"
"incursion","negativo","incursión"
"indecency","enfado","indecencia"
"indecency","desagrado","indecencia"
"indecent","desagrado","indecente"
"indecent","negativo","indecente"
"indecision","negativo","indecisión"
"indecisive","negativo","indeciso"
"indefensible","miedo","indefendible"
"indefensible","negativo","indefendible"
"indelible","positivo","indeleble"
"indelible","confianza","indeleble"
"indemnify","negativo","indemnizar"
"indemnity","positivo","indemnidad"
"indemnity","confianza","indemnidad"
"indent","confianza","sangrar"
"indenture","enfado","escritura"
"indenture","negativo","escritura"
"independence","anticipacion","independencia"
"independence","alegria","independencia"
"independence","positivo","independencia"
"independence","sorpresa","independencia"
"independence","confianza","independencia"
"indestructible","positivo","indestructible"
"indestructible","confianza","indestructible"
"indeterminate","negativo","indeterminado"
"indict","enfado","procesar"
"indict","miedo","procesar"
"indict","negativo","procesar"
"indictment","miedo","acusación"
"indictment","negativo","acusación"
"indifference","enfado","indiferencia"
"indifference","desagrado","indiferencia"
"indifference","miedo","indiferencia"
"indifference","negativo","indiferencia"
"indifference","tristeza","indiferencia"
"indigent","negativo","indigente"
"indigent","tristeza","indigente"
"indignant","enfado","indignado"
"indignant","negativo","indignado"
"indignation","enfado","indignación"
"indignation","desagrado","indignación"
"indignation","negativo","indignación"
"indistinct","negativo","indistinto"
"individuality","positivo","individualidad"
"indivisible","confianza","indivisible"
"indoctrination","enfado","adoctrinamiento"
"indoctrination","miedo","adoctrinamiento"
"indoctrination","negativo","adoctrinamiento"
"indolent","negativo","indolente"
"indomitable","miedo","indomable"
"indomitable","positivo","indomable"
"ineffable","positivo","inefable"
"ineffective","negativo","ineficaz"
"ineffectual","desagrado","ineficaz"
"ineffectual","negativo","ineficaz"
"inefficiency","desagrado","ineficacia"
"inefficiency","negativo","ineficacia"
"inefficiency","tristeza","ineficacia"
"inefficient","negativo","ineficiente"
"inefficient","tristeza","ineficiente"
"inept","enfado","inepto"
"inept","desagrado","inepto"
"inept","negativo","inepto"
"ineptitude","desagrado","ineptitud"
"ineptitude","miedo","ineptitud"
"ineptitude","negativo","ineptitud"
"ineptitude","tristeza","ineptitud"
"inequality","enfado","desigualdad"
"inequality","miedo","desigualdad"
"inequality","negativo","desigualdad"
"inequality","tristeza","desigualdad"
"inequitable","negativo","injusto"
"inert","negativo","inerte"
"inexcusable","enfado","inexcusable"
"inexcusable","desagrado","inexcusable"
"inexcusable","negativo","inexcusable"
"inexcusable","tristeza","inexcusable"
"inexpensive","positivo","barato"
"inexperience","negativo","inexperiencia"
"inexperienced","negativo","inexperto"
"inexplicable","negativo","inexplicable"
"inexplicable","sorpresa","inexplicable"
"infallibility","confianza","infalibilidad"
"infallible","positivo","infalible"
"infamous","enfado","infame"
"infamous","desagrado","infame"
"infamous","miedo","infame"
"infamous","negativo","infame"
"infamy","negativo","infamia"
"infamy","tristeza","infamia"
"infant","anticipacion","infantil"
"infant","miedo","infantil"
"infant","alegria","infantil"
"infant","positivo","infantil"
"infant","sorpresa","infantil"
"infanticide","enfado","infanticidio"
"infanticide","anticipacion","infanticidio"
"infanticide","desagrado","infanticidio"
"infanticide","miedo","infanticidio"
"infanticide","negativo","infanticidio"
"infanticide","tristeza","infanticidio"
"infantile","enfado","infantil"
"infantile","desagrado","infantil"
"infantile","negativo","infantil"
"infarct","miedo","infarto"
"infarct","negativo","infarto"
"infarct","sorpresa","infarto"
"infect","desagrado","infectar"
"infect","negativo","infectar"
"infection","miedo","infección"
"infection","negativo","infección"
"infectious","desagrado","infeccioso"
"infectious","miedo","infeccioso"
"infectious","negativo","infeccioso"
"infectious","tristeza","infeccioso"
"inferior","negativo","inferior"
"inferior","tristeza","inferior"
"inferiority","negativo","inferioridad"
"inferno","enfado","infierno"
"inferno","miedo","infierno"
"inferno","negativo","infierno"
"infertility","negativo","esterilidad"
"infertility","tristeza","esterilidad"
"infestation","desagrado","infestación"
"infestation","miedo","infestación"
"infestation","negativo","infestación"
"infidel","enfado","infiel"
"infidel","desagrado","infiel"
"infidel","miedo","infiel"
"infidel","negativo","infiel"
"infidelity","enfado","infidelidad"
"infidelity","desagrado","infidelidad"
"infidelity","miedo","infidelidad"
"infidelity","negativo","infidelidad"
"infidelity","tristeza","infidelidad"
"infiltration","negativo","infiltración"
"infiltration","positivo","infiltración"
"infinite","positivo","infinito"
"infinity","anticipacion","infinito"
"infinity","alegria","infinito"
"infinity","positivo","infinito"
"infinity","confianza","infinito"
"infirm","negativo","enfermizo"
"infirmity","miedo","enfermedad"
"infirmity","negativo","enfermedad"
"inflammation","negativo","inflamación"
"inflated","negativo","inflado"
"inflation","miedo","inflación"
"inflation","negativo","inflación"
"inflict","enfado","infligir"
"inflict","miedo","infligir"
"inflict","negativo","infligir"
"inflict","tristeza","infligir"
"infliction","miedo","imposición"
"infliction","negativo","imposición"
"infliction","tristeza","imposición"
"influence","negativo","influencia"
"influence","positivo","influencia"
"influential","positivo","influyente"
"influential","confianza","influyente"
"influenza","negativo","influenza"
"inform","confianza","informar"
"information","positivo","información"
"informer","negativo","informador"
"infraction","enfado","infracción"
"infraction","negativo","infracción"
"infrequent","sorpresa","infrecuente"
"infrequently","negativo","con poca frecuencia"
"infringement","negativo","infracción"
"ingenious","positivo","ingenioso"
"inheritance","anticipacion","herencia"
"inheritance","alegria","herencia"
"inheritance","positivo","herencia"
"inheritance","sorpresa","herencia"
"inheritance","confianza","herencia"
"inhibit","enfado","inhibir"
"inhibit","desagrado","inhibir"
"inhibit","negativo","inhibir"
"inhibit","tristeza","inhibir"
"inhospitable","negativo","inhóspito"
"inhospitable","tristeza","inhóspito"
"inhuman","enfado","inhumano"
"inhuman","desagrado","inhumano"
"inhuman","miedo","inhumano"
"inhuman","negativo","inhumano"
"inhuman","tristeza","inhumano"
"inhumanity","negativo","inhumanidad"
"inhumanity","tristeza","inhumanidad"
"inimical","enfado","hostil"
"inimical","negativo","hostil"
"inimical","tristeza","hostil"
"inimitable","positivo","inimitable"
"inimitable","confianza","inimitable"
"iniquity","desagrado","iniquidad"
"iniquity","negativo","iniquidad"
"injection","miedo","inyección"
"injunction","negativo","mandato"
"injure","enfado","lesionar"
"injure","miedo","lesionar"
"injure","negativo","lesionar"
"injure","tristeza","lesionar"
"injured","miedo","lesionado"
"injured","negativo","lesionado"
"injured","tristeza","lesionado"
"injurious","enfado","perjudicial"
"injurious","miedo","perjudicial"
"injurious","negativo","perjudicial"
"injurious","tristeza","perjudicial"
"injury","enfado","lesión"
"injury","miedo","lesión"
"injury","negativo","lesión"
"injury","tristeza","lesión"
"injustice","enfado","injusticia"
"injustice","negativo","injusticia"
"inmate","desagrado","preso"
"inmate","miedo","preso"
"inmate","negativo","preso"
"innocence","positivo","inocencia"
"innocent","positivo","inocente"
"innocent","confianza","inocente"
"innocently","positivo","inocentemente"
"innocuous","positivo","inocuo"
"innovate","positivo","innovar"
"innovation","positivo","innovación"
"inoculation","anticipacion","inoculación"
"inoculation","confianza","inoculación"
"inoperative","enfado","inoperante"
"inoperative","negativo","inoperante"
"inquirer","positivo","investigador"
"inquiry","anticipacion","investigación"
"inquiry","positivo","investigación"
"inquisitive","positivo","inquisitivo"
"insane","enfado","insano"
"insane","miedo","insano"
"insane","negativo","insano"
"insanity","enfado","locura"
"insanity","desagrado","locura"
"insanity","miedo","locura"
"insanity","negativo","locura"
"insanity","tristeza","locura"
"insecure","enfado","inseguro"
"insecure","miedo","inseguro"
"insecure","negativo","inseguro"
"insecure","tristeza","inseguro"
"insecurity","miedo","inseguridad"
"insecurity","negativo","inseguridad"
"inseparable","alegria","inseparable"
"inseparable","positivo","inseparable"
"inseparable","confianza","inseparable"
"insidious","enfado","insidioso"
"insidious","desagrado","insidioso"
"insidious","miedo","insidioso"
"insidious","negativo","insidioso"
"insignia","positivo","insignias"
"insignificance","negativo","insignificancia"
"insignificant","enfado","insignificante"
"insignificant","negativo","insignificante"
"insignificant","tristeza","insignificante"
"insipid","negativo","insípido"
"insolent","negativo","insolente"
"insolvency","miedo","insolvencia"
"insolvency","negativo","insolvencia"
"insolvency","tristeza","insolvencia"
"insolvency","sorpresa","insolvencia"
"insolvent","miedo","insolvente"
"insolvent","negativo","insolvente"
"insolvent","tristeza","insolvente"
"insolvent","confianza","insolvente"
"inspector","positivo","inspector"
"inspiration","anticipacion","inspiración"
"inspiration","alegria","inspiración"
